query_id,conversation_id,category,R@1,R@10,MRR,Hit@10,method
conv-41_qa_146,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_147,conv-41,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-41_qa_148,conv-41,4,0.0,1.0,0.1,1.0,ZScore_RawERK
conv-41_qa_149,conv-41,4,0.0,1.0,0.1111111111111111,1.0,ZScore_RawERK
conv-41_qa_15,conv-41,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_150,conv-41,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_151,conv-41,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_16,conv-41,2,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_17,conv-41,3,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_18,conv-41,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_19,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_2,conv-41,1,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-41_qa_20,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_21,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_22,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_23,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_24,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_25,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_26,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_27,conv-41,2,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_28,conv-41,1,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-41_qa_29,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_3,conv-41,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_30,conv-41,1,0.0,1.0,0.125,1.0,ZScore_RawERK
conv-41_qa_31,conv-41,2,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-41_qa_32,conv-41,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_33,conv-41,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_34,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_35,conv-41,1,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-41_qa_36,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_37,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_38,conv-41,2,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_39,conv-41,3,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_4,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_40,conv-41,1,0.0,1.0,0.1111111111111111,1.0,ZScore_RawERK
conv-41_qa_41,conv-41,3,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_42,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_43,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_44,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_45,conv-41,3,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_46,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_47,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_48,conv-41,2,0.0,1.0,0.2,1.0,ZScore_RawERK
conv-41_qa_49,conv-41,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_5,conv-41,2,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_50,conv-41,3,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_51,conv-41,2,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_52,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_53,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_54,conv-41,2,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_55,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_56,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_57,conv-41,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_58,conv-41,2,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_59,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_6,conv-41,1,0.0,1.0,0.2,1.0,ZScore_RawERK
conv-41_qa_60,conv-41,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_61,conv-41,2,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_62,conv-41,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_63,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_64,conv-41,3,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_65,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_66,conv-41,4,0.0,1.0,0.14285714285714285,1.0,ZScore_RawERK
conv-41_qa_67,conv-41,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_68,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_69,conv-41,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_7,conv-41,1,0.0,1.0,0.14285714285714285,1.0,ZScore_RawERK
conv-41_qa_70,conv-41,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-41_qa_71,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_72,conv-41,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_73,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_74,conv-41,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-41_qa_75,conv-41,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_76,conv-41,4,0.0,1.0,0.2,1.0,ZScore_RawERK
conv-41_qa_77,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_78,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_79,conv-41,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_8,conv-41,3,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_80,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_81,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_82,conv-41,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_83,conv-41,4,0.0,1.0,0.2,1.0,ZScore_RawERK
conv-41_qa_84,conv-41,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_85,conv-41,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-41_qa_86,conv-41,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_87,conv-41,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-41_qa_88,conv-41,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-41_qa_89,conv-41,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-41_qa_9,conv-41,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_90,conv-41,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_91,conv-41,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_92,conv-41,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-41_qa_93,conv-41,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-41_qa_94,conv-41,4,0.0,1.0,0.1,1.0,ZScore_RawERK
conv-41_qa_95,conv-41,4,0.0,1.0,0.14285714285714285,1.0,ZScore_RawERK
conv-41_qa_96,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_97,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-41_qa_98,conv-41,4,0.0,1.0,0.1111111111111111,1.0,ZScore_RawERK
conv-41_qa_99,conv-41,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_0,conv-43,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_1,conv-43,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_10,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_100,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_101,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_102,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_103,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_104,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_105,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_106,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_107,conv-43,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_108,conv-43,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_109,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_11,conv-43,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_110,conv-43,4,0.0,1.0,0.16666666666666666,1.0,ZScore_RawERK
conv-43_qa_111,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_112,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_113,conv-43,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_114,conv-43,4,0.0,1.0,0.16666666666666666,1.0,ZScore_RawERK
conv-43_qa_115,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_116,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_117,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_118,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_119,conv-43,4,0.0,1.0,0.16666666666666666,1.0,ZScore_RawERK
conv-43_qa_12,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_120,conv-43,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_121,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_122,conv-43,4,0.0,1.0,0.16666666666666666,1.0,ZScore_RawERK
conv-43_qa_123,conv-43,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_124,conv-43,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_125,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_126,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_127,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_128,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_129,conv-43,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_13,conv-43,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_130,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_131,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_132,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_133,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_134,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_135,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_136,conv-43,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_137,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_138,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_139,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_14,conv-43,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_140,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_141,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_142,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_143,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_144,conv-43,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_145,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_146,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_147,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_148,conv-43,4,0.0,1.0,0.2,1.0,ZScore_RawERK
conv-43_qa_149,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_15,conv-43,3,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_150,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_151,conv-43,4,0.0,1.0,0.1111111111111111,1.0,ZScore_RawERK
conv-43_qa_152,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_153,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_154,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_155,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_156,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_157,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_158,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_159,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_16,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_160,conv-43,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_161,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_162,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_163,conv-43,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_164,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_165,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_166,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_167,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_168,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_169,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_17,conv-43,1,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_170,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_171,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_172,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_173,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_174,conv-43,4,0.0,1.0,0.125,1.0,ZScore_RawERK
conv-43_qa_175,conv-43,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_176,conv-43,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_177,conv-43,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_18,conv-43,1,0.0,1.0,0.1111111111111111,1.0,ZScore_RawERK
conv-43_qa_19,conv-43,3,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_2,conv-43,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_20,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_21,conv-43,1,0.0,1.0,0.14285714285714285,1.0,ZScore_RawERK
conv-43_qa_22,conv-43,2,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_23,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_24,conv-43,2,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_25,conv-43,1,0.0,1.0,0.125,1.0,ZScore_RawERK
conv-43_qa_26,conv-43,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_27,conv-43,3,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_28,conv-43,3,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_29,conv-43,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_3,conv-43,3,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_30,conv-43,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_31,conv-43,2,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_32,conv-43,3,0.0,1.0,0.16666666666666666,1.0,ZScore_RawERK
conv-43_qa_33,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_34,conv-43,3,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_35,conv-43,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_36,conv-43,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_37,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_38,conv-43,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_39,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_4,conv-43,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_40,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_41,conv-43,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_42,conv-43,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_43,conv-43,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_44,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_45,conv-43,2,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_46,conv-43,2,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_47,conv-43,2,0.0,1.0,0.2,1.0,ZScore_RawERK
conv-43_qa_48,conv-43,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_49,conv-43,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_5,conv-43,3,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_50,conv-43,1,0.0,1.0,0.125,1.0,ZScore_RawERK
conv-43_qa_51,conv-43,3,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_52,conv-43,1,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_53,conv-43,3,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_54,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_55,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_56,conv-43,2,0.0,1.0,0.125,1.0,ZScore_RawERK
conv-43_qa_57,conv-43,1,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_58,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_59,conv-43,1,0.0,1.0,0.16666666666666666,1.0,ZScore_RawERK
conv-43_qa_6,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_60,conv-43,2,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_61,conv-43,1,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_62,conv-43,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_63,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_64,conv-43,2,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_65,conv-43,1,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_66,conv-43,3,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_67,conv-43,3,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_68,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_69,conv-43,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_7,conv-43,1,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_70,conv-43,3,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_71,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_72,conv-43,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_73,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_74,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_75,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_76,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_77,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_78,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_79,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_8,conv-43,3,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_80,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_81,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_82,conv-43,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_83,conv-43,4,0.0,1.0,0.25,1.0,ZScore_RawERK
conv-43_qa_84,conv-43,4,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-43_qa_85,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_86,conv-43,4,0.0,1.0,0.16666666666666666,1.0,ZScore_RawERK
conv-43_qa_87,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_88,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_89,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_9,conv-43,1,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_90,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_91,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_92,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_93,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_94,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_95,conv-43,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-43_qa_96,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_97,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-43_qa_98,conv-43,4,0.0,1.0,0.3333333333333333,1.0,ZScore_RawERK
conv-43_qa_99,conv-43,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-44_qa_0,conv-44,2,0.0,1.0,0.125,1.0,ZScore_RawERK
conv-44_qa_1,conv-44,2,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-44_qa_10,conv-44,2,0.0,0.0,0.0,0.0,ZScore_RawERK
conv-44_qa_100,conv-44,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-44_qa_101,conv-44,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-44_qa_102,conv-44,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-44_qa_103,conv-44,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-44_qa_104,conv-44,4,0.0,1.0,0.5,1.0,ZScore_RawERK
conv-44_qa_105,conv-44,4,0.0,1.0,0.125,1.0,ZScore_RawERK
conv-44_qa_106,conv-44,4,1.0,1.0,1.0,1.0,ZScore_RawERK
conv-44_qa_107,conv-44,4,1.0,1.0,1.0,1.0,ZScore_RawERK
